ROL DE PROCEDIMENTOS,Unnamed: 0,Rol de Procedimentos e Eventos em Saúde,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,TRATAMENTO CIRÚRGICO DA MENINGOENCEFALOCELE,,HCO,HSO,REF,,,,ENCÉFALO,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,TRATAMENTO CIRÚRGICO DE TUMORES CEREBRAIS COM OU SEM MICROSCOPIA,,HCO,HSO,REF,,,,ENCÉFALO,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,TRATAMENTO CIRÚRGICO DE TUMORES DA REGIÃO SELAR POR ACESSO ENDOSCÓPICO OU CONVENCIONAL,,HCO,HSO,REF,,,,ENCÉFALO,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,TRATAMENTO CIRÚRGICO DO ABSCESSO ENCEFÁLICO,,HCO,HSO,REF,,,,ENCÉFALO,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,"TRATAMENTO CIRÚRGICO DO HEMATOMA EXTRADURAL, SUBDURAL OU INTRACEREBRAL",,HCO,HSO,REF,,,,ENCÉFALO,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,TRATAMENTO CIRÚRGICO DO HEMATOMA SUBDURAL CRÔNICO,,HCO,HSO,REF,,,,ENCÉFALO,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,TRATAMENTO PRÉ-NATAL DAS HIDROCEFALIAS E CISTOS CEREBRAIS,,HCO,,REF,,,,ENCÉFALO,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,CORDOTOMIA-MIELOTOMIAS POR RADIOFREQUÊNCIA (COM DIRETRIZ DE UTILIZAÇÃO),,HCO,HSO,REF,,,17.0,MEDULA,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,IMPLANTE DE ELETRODOS E/OU GERADOR PARA ESTIMULAÇÃO MEDULAR (COM DIRETRIZ DE UTILIZAÇÃO),,HCO,HSO,REF,,,37.0,MEDULA,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,MICROCIRURGIA A CÉU ABERTO POR RADIOFREQUÊNCIA DA ZONA DE ENTRADA DA RAIZ DORSAL,,,,,,,,,,,,
,,,,HCO,HSO,REF,,,55.0,MEDULA,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,(DREZOTOMIA - DREZ) - COM DIRETRIZ DE UTILIZAÇÃO,,,,,,,,,,,,
,,Legenda:,,HCO: Seg. Hospitalar Com Obstetrícia,,,,,,,,PAC: Procedimento de Alta Complexidade,,
,,OD: Seg. Odontológica,,HSO: Seg. Hospitalar Sem Obstetrícia,,,,,,,,DUT: Diretriz de Utilização,,
,,AMB: Seg. Ambulatorial,,REF: Plano Referência,,,,,,,,101,,
,,"(RN 465/2021, vigente a partir de 01/04/2021, e suas alterações)",,,,,,,,,,,,
,,RN,,,,,,,,,,,,
,VIGÊNCIA,PROCEDIMENTO,Odontológico,AMB HCO,HSO,REF,PAC,DUT,,,SUBGRUPO,GRUPO CAPÍTULO,,
,,(alteração),,,,,,,,,,,,
,,PUNÇÃO LIQUÓRICA RAQUIANA OU CISTERNAL,,AMB HCO,HSO,REF,,,,MEDULA,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,TAMPÃO SANGÜÍNEO PERIDURAL PARA TRATAMENTO DE CEFALÉIA PÓS PUNÇÃO (NÃO INDICADO NA,,,,,,,,,,,,
,,,,AMB HCO,HSO,REF,,,,MEDULA,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,PROFILAXIA DA CEFALÉIA),,,,,,,,,,,,
,,ANASTOMOSE ESPINO-FACIAL,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,ANASTOMOSE HIPOGLOSSO-FACIAL,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,BIÓPSIA DE NERVO,,AMB HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,BLOQUEIO DE NERVO PERIFÉRICO,,AMB HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,BLOQUEIO FENÓLICO E/OU ALCOÓLICO,,AMB HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,"BLOQUEIO COM TOXINA BOTULÍNICA TIPO A PARA TRATAMENTO DE DISTONIAS FOCAIS, ESPASMO",,,,,,,,,,,,
,,,,AMB HCO,HSO,REF,,,8.0,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,HEMIFACIAL E ESPASTICIDADE (COM DIRETRIZ DE UTILIZAÇÃO),,,,,,,,,,,,
,,DENERVAÇÃO PERCUTÂNEA DE FACETA ARTICULAR,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,ENXERTO DE NERVO,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,ENXERTO DE NERVO INTERFASCICULAR,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,ENXERTO PARA REPARO DE NERVO,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,EXCISÃO DE TUMORES DOS NERVOS PERIFÉRICOS (COM OU SEM ENXERTO INTERFASCICULAR),,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,EXPLORAÇÃO CIRÚRGICA DE NERVO (NEURÓLISE EXTERNA),,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,EXTIRPAÇÃO DE NEUROMA,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,IMPLANTE DE GERADOR PARA NEUROESTIMULAÇÃO (COM DIRETRIZ DE UTILIZAÇÃO),,HCO,HSO,REF,,,39.0,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,LESÃO DE NERVOS ASSOCIADA À LESÃO ÓSSEA,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,LESÃO ESTEREOTÁXICA DE ESTRUTURAS PROFUNDAS PARA TRATAMENTO DA DOR OU MOVIMENTO,,,,,,,,,,,,
,,,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,ANORMAL,,,,,,,,,,,,
,,MICROCIRURGIA DE NERVOS PERIFÉRICOS,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,
,,Legenda:,,HCO: Seg. Hospitalar Com Obstetrícia,,,,,,,,PAC: Procedimento de Alta Complexidade,,
,,OD: Seg. Odontológica,,HSO: Seg. Hospitalar Sem Obstetrícia,,,,,,,,DUT: Diretriz de Utilização,,
,,AMB: Seg. Ambulatorial,,REF: Plano Referência,,,,,,,,102,,
,,"(RN 465/2021, vigente a partir de 01/04/2021, e suas alterações)",,,,,,,,,,,,
,,RN,,,,,,,,,,,,
,VIGÊNCIA,PROCEDIMENTO,Odontológico,AMB HCO,HSO,REF,PAC,DUT,,SUBGRUPO,GRUPO CAPÍTULO,,,
,,(alteração),,,,,,,,,,,,
,,"MICROCIRURGIA DO PLEXO BRAQUIAL COM A EXPLORAÇÃO, NEURÓLISE E ENXERTOS INTERFASCICULARES",,,,,,,,,,,,
,,,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,PARA REPARO DAS LESÕES,,,,,,,,,,,,
,,MICRONEURÓLISE,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,MICRONEURÓLISE INTRANEURAL OU INTRAFASCICULAR,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,MICRONEURORRAFIA,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,NEURÓLISE DAS SÍNDROMES COMPRESSIVAS,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,NEUROTOMIA,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,NEUROTRIPSIA,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,REPOSIÇÃO DE FÁRMACO(S) EM BOMBAS IMPLANTADAS,,AMB HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,RESSECÇÃO DE NEUROMA,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,REVISÃO DE SISTEMA IMPLANTADOS PARA INFUSÃO DE FÁRMACOS,,AMB HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,RIZOTOMIA PERCUTÂNEA COM RADIOFREQUÊNCIA (COM DIRETRIZ DE UTILIZAÇÃO),,HCO,HSO,REF,,,62.0,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,SIMPATECTOMIA,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,SIMPATECTOMIA POR VIDEOTORACOSCOPIA,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,TRANSPOSIÇÃO DE NERVO,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,TRATAMENTO CIRÚRGICO DAS NEUROPATIAS COMPRESSIVAS,,HCO,HSO,REF,,,,NERVOS PERIFÉRICOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,DESCOMPRESSÃO VASCULAR DE NERVOS CRANIANOS,,HCO,HSO,REF,,,,NERVOS CRANIANOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,NEUROTOMIA SELETIVA DO TRIGÊMIO,,HCO,HSO,REF,,,,NERVOS CRANIANOS,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,BLOQUEIO DO SISTEMA NERVOSO AUTÔNOMO,,AMB HCO,HSO,REF,,,,SISTEMA NERVOSO AUTÔNOMO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,LESÃO DO SISTEMA NERVOSO AUTÔNOMO,,HCO,HSO,REF,,,,SISTEMA NERVOSO AUTÔNOMO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,Legenda:,,HCO: Seg. Hospitalar Com Obstetrícia,,,,,,,PAC: Procedimento de Alta Complexidade,,,
,,OD: Seg. Odontológica,,HSO: Seg. Hospitalar Sem Obstetrícia,,,,,,,DUT: Diretriz de Utilização,,,
,,AMB: Seg. Ambulatorial,,REF: Plano Referência,,,,,,,103,,,
,,"(RN 465/2021, vigente a partir de 01/04/2021, e suas alterações)",,,,,,,,,,,,
,,RN,,,,,,,,,,,,
,VIGÊNCIA,PROCEDIMENTO,Odontológico,AMB HCO,HSO,REF,PAC,DUT,,SUBGRUPO,GRUPO CAPÍTULO,,,
,,(alteração),,,,,,,,,,,,
,,TRATAMENTO DA SÍNDROME DO DESFILADEIRO CÉRVICO TORÁCICO,,HCO,HSO,REF,,,,SISTEMA NERVOSO AUTÔNOMO,SISTEMA NERVOSO - CENTRAL E PERIFÉRICO PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,RETIRADA PARA TRANSPLANTE,,HCO,HSO,REF,,,,CÓRNEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,TRANSPLANTE DE CÓRNEA,,HCO,HSO,REF,,,,CÓRNEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,03/10/2022,TRANSPLANTE HEPÁTICO (RECEPTOR E DOADOR VIVO OU DOADOR FALECIDO) 546/2022,,HCO,HSO,REF,,,,FÍGADO E VIAS BILIARES,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,NEFRECTOMIA EM DOADOR VIVO,,HCO,HSO,REF,,,,RIM,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,NEFRECTOMIA LAPAROSCÓPICA EM DOADOR VIVO - PARA TRANSPLANTE,,HCO,HSO,REF,,,,RIM,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,RETIRADA PARA TRANSPLANTE,,HCO,HSO,REF,,,,RIM,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,TRANSPLANTE RENAL (RECEPTOR E DOADOR VIVO OU DOADOR FALECIDO),,HCO,HSO,REF,,,,RIM,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,AFÉRESE PARA PACIENTE ABO INCOMPATÍVEL,,HCO,HSO,REF,PAC,,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,COLETA DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA POR PROCESSADORA AUTOMÁTICA (AFÉRESE,,,,,,,,,,,,
,,,,HCO,HSO,REF,PAC,,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,TERAPÊUTICA),,,,,,,,,,,,
,,COLETA DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA POR PUNÇÃO MEDULAR ASPIRATIVA DIRETA,,HCO,HSO,REF,PAC,,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,CONGELAMENTO DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA,,HCO,HSO,REF,PAC,,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,DESCONGELAMENTO DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA,,HCO,HSO,REF,PAC,,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,DETERMINAÇÃO DE UNIDADES FORMADORAS DE COLÔNIAS,,HCO,HSO,REF,PAC,,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,DETERMINAÇÃO DE VIABILIDADE CELULAR,,HCO,HSO,REF,PAC,,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,ESTIMULAÇÃO E MOBILIZAÇÃO DE CÉLULAS CD34 POSITIVAS,,HCO,HSO,REF,PAC,,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,MANUTENÇÃO POR CONGELAMENTO DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA (ATÉ 2 ANOS),,HCO,HSO,REF,PAC,,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,PREPARO E FILTRAÇÃO DO ASPIRADO DE MEDULA ÓSSEA,,HCO,HSO,REF,PAC,,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,PREPARO PARA CONGELAMENTO DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA,,HCO,HSO,REF,PAC,,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,Legenda:,,HCO: Seg. Hospitalar Com Obstetrícia,,,,,,,PAC: Procedimento de Alta Complexidade,,,
,,OD: Seg. Odontológica,,HSO: Seg. Hospitalar Sem Obstetrícia,,,,,,,DUT: Diretriz de Utilização,,,
,,AMB: Seg. Ambulatorial,,REF: Plano Referência,,,,,,,104,,,
,,"(RN 465/2021, vigente a partir de 01/04/2021, e suas alterações)",,,,,,,,,,,,
,,RN,,,,,,,,,,,,
,VIGÊNCIA,PROCEDIMENTO,Odontológico,AMB HCO,HSO,REF,PAC,DUT,,SUBGRUPO,GRUPO CAPÍTULO,,,
,,(alteração),,,,,,,,,,,,
,,PROCESSAMENTO DE CÉLULAS PROGENITORAS DA MEDULA ÓSSEA,,HCO,HSO,REF,PAC,,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,QUANTIFICAÇÃO DE CÉLULAS CD34 POSITIVAS,,HCO,HSO,REF,PAC,,,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,TRANSPLANTE ALOGÊNICO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),,HCO,HSO,REF,PAC,,70.0,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,TRANSPLANTE AUTÓLOGO DE MEDULA ÓSSEA (COM DIRETRIZ DE UTILIZAÇÃO),,HCO,HSO,REF,PAC,,71.0,MEDULA ÓSSEA,TRANSPLANTES DE ÓRGÃOS OU TECIDOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,,,,,,,,,BLOQUEIOS ANESTÉSICOS DE NERVOS E,,,,
,,ANALGESIA POR CATETER PERIDURAL,,AMB HCO,HSO,REF,,,,,OUTROS PROCEDIMENTOS INVASIVOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,,,,,,,,,ESTÍMULOS NEUROVASCULARES,,,,
,,,,,,,,,,BLOQUEIOS ANESTÉSICOS DE NERVOS E,,,,
,,ANESTESIA GERAL OU CONDUTIVA PARA REALIZAÇÃO DE BLOQUEIO NEUROLÍTICO,,HCO,HSO,REF,PAC,,,,OUTROS PROCEDIMENTOS INVASIVOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,,,,,,,,,ESTÍMULOS NEUROVASCULARES,,,,
,,,,,,,,,,BLOQUEIOS ANESTÉSICOS DE NERVOS E,,,,
,,BLOQUEIO ANESTÉSICO DE NERVOS CRANIANOS,,HCO,HSO,REF,PAC,,,,OUTROS PROCEDIMENTOS INVASIVOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,,,,,,,,,ESTÍMULOS NEUROVASCULARES,,,,
,,,,,,,,,,BLOQUEIOS ANESTÉSICOS DE NERVOS E,,,,
,,BLOQUEIO ANESTÉSICO DE PLEXO CELÍACO,,HCO,HSO,REF,PAC,,,,OUTROS PROCEDIMENTOS INVASIVOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,,,,,,,,,ESTÍMULOS NEUROVASCULARES,,,,
,,,,,,,,,,BLOQUEIOS ANESTÉSICOS DE NERVOS E,,,,
,,BLOQUEIO ANESTÉSICO SIMPÁTICO,,HCO,HSO,REF,,,,,OUTROS PROCEDIMENTOS INVASIVOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,,,,,,,,,ESTÍMULOS NEUROVASCULARES,,,,
,,,,,,,,,,BLOQUEIOS ANESTÉSICOS DE NERVOS E,,,,
,,BLOQUEIO DE ARTICULAÇÃO TÊMPORO-MANDIBULAR,,HCO,HSO,REF,,,,,OUTROS PROCEDIMENTOS INVASIVOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,,,,,,,,,ESTÍMULOS NEUROVASCULARES,,,,
,,,,,,,,,,BLOQUEIOS ANESTÉSICOS DE NERVOS E,,,,
,,BLOQUEIO DE GÂNGLIO ESTRELADO COM ANESTÉSICO LOCAL,,HCO,HSO,REF,,,,,OUTROS PROCEDIMENTOS INVASIVOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,,,,,,,,,ESTÍMULOS NEUROVASCULARES,,,,
,,,,,,,,,,BLOQUEIOS ANESTÉSICOS DE NERVOS E,,,,
,,BLOQUEIO DE GÂNGLIO ESTRELADO COM NEUROLÍTICO,,HCO,HSO,REF,,,,,OUTROS PROCEDIMENTOS INVASIVOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,,,,,,,,,ESTÍMULOS NEUROVASCULARES,,,,
,,,,,,,,,,BLOQUEIOS ANESTÉSICOS DE NERVOS E,,,,
,,BLOQUEIO DE NERVO PERIFÉRICO,,AMB HCO,HSO,REF,,,,,OUTROS PROCEDIMENTOS INVASIVOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,,,,,,,,,ESTÍMULOS NEUROVASCULARES,,,,
,,"BLOQUEIO ANESTÉSICO DE PLEXOS NERVOSOS (LOMBOSSACRO, BRAQUIAL, CERVICAL) PARA TRATAMENTO",,,,,,,,BLOQUEIOS ANESTÉSICOS DE NERVOS E,,,,
,,,,AMB HCO,HSO,REF,,,,,OUTROS PROCEDIMENTOS INVASIVOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,DE DOR,,,,,,,,ESTÍMULOS NEUROVASCULARES,,,,
,,,,,,,,,,BLOQUEIOS ANESTÉSICOS DE NERVOS E,,,,
,,BLOQUEIO FACETÁRIO PARA-ESPINHOSO,,AMB HCO,HSO,REF,,,,,OUTROS PROCEDIMENTOS INVASIVOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,,,,,,,,,ESTÍMULOS NEUROVASCULARES,,,,
,,,,,,,,,,BLOQUEIOS ANESTÉSICOS DE NERVOS E,,,,
,,BLOQUEIO NEUROLÍTICO DE NERVOS CRANIANOS OU CÉRVICO-TORÁCICO,,HCO,HSO,REF,PAC,,,,OUTROS PROCEDIMENTOS INVASIVOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,,,,,,,,,ESTÍMULOS NEUROVASCULARES,,,,
,,,,,,,,,,BLOQUEIOS ANESTÉSICOS DE NERVOS E,,,,
,,"BLOQUEIO NEUROLÍTICO DO PLEXO CELÍACO, SIMPÁTICO LOMBAR OU TORÁCICO",,HCO,HSO,REF,PAC,,,,OUTROS PROCEDIMENTOS INVASIVOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,,,,,,,,,ESTÍMULOS NEUROVASCULARES,,,,
,,,,,,,,,,BLOQUEIOS ANESTÉSICOS DE NERVOS E,,,,
,,BLOQUEIO NEUROLÍTICO PERIDURAL OU SUBARACNÓIDEO,,HCO,HSO,REF,PAC,,,,OUTROS PROCEDIMENTOS INVASIVOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
,,,,,,,,,,ESTÍMULOS NEUROVASCULARES,,,,
,,,,,,,,,,BLOQUEIOS ANESTÉSICOS DE NERVOS E,,,,
,,BLOQUEIO PERIDURAL OU SUBARACNÓIDEO COM CORTICÓIDE,,HCO,HSO,REF,PAC,,,,OUTROS PROCEDIMENTOS INVASIVOS PROCEDIMENTOS CIRÚRGICOS E INVASIVOS,,,
